"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"WP3937" "WP3937" "Microglia pathogen phagocytosis pathway" "3/143" "40/7782" 0.0365994126449612 0.220816456291266 0.186849632976907 "7409/5296/54210" 3
"WP2828" "WP2828" "Bladder cancer" "3/143" "41/7782" 0.038972940243617 0.227551683357893 0.192548821916681 "5296/23604/5894" 3
"WP3941" "WP3941" "Oxidative damage response" "3/143" "41/7782" 0.038972940243617 0.227551683357893 0.192548821916681 "317/596/6416" 3
"WP2036" "WP2036" "TNF-related weak inducer of apoptosis (TWEAK) signaling pathway" "3/143" "42/7782" 0.0414230593707842 0.235745271098031 0.199482040969837 "5595/4793/5894" 3
"WP3879" "WP3879" "4-hydroxytamoxifen, dexamethasone, and retinoic acids regulation of p27 expression" "2/143" "18/7782" 0.0423299519927403 0.235745271098031 0.199482040969837 "5595/5894" 2
"WP4301" "WP4301" "Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells" "2/143" "18/7782" 0.0423299519927403 0.235745271098031 0.199482040969837 "5595/5894" 2
"WP22" "WP22" "IL-9 signaling pathway" "2/143" "19/7782" 0.0467517351195375 0.245277219032936 0.20754774858559 "5595/5296" 2
"WP3877" "WP3877" "MYD88 distinct input-output pathway" "2/143" "19/7782" 0.0467517351195375 0.245277219032936 0.20754774858559 "7335/7099" 2
"WP4784" "WP4784" "Proteoglycan biosynthesis" "2/143" "19/7782" 0.0467517351195375 0.245277219032936 0.20754774858559 "2137/22856" 2
"WP5101" "WP5101" "Congenital generalized lipodystrophy (CGL)" "2/143" "19/7782" 0.0467517351195375 0.245277219032936 0.20754774858559 "84649/3091" 2
"WP24" "WP24" "Peptide GPCRs" "4/143" "75/7782" 0.0487821582875632 0.247774026779079 0.209660487911347 "2358/3577/3579/2357" 4
"WP5083" "WP5083" "Neuroinflammation and glutamatergic signaling" "6/143" "144/7782" 0.0491645695060524 0.247774026779079 0.209660487911347 "7850/6515/5595/596/3570/5160" 6
"WP2034" "WP2034" "Leptin signaling pathway" "4/143" "76/7782" 0.0507863080263198 0.247774026779079 0.209660487911347 "1154/5595/5296/5894" 4
"WP3927" "WP3927" "BMP signaling in eyelid development" "2/143" "20/7782" 0.0513343978133452 0.247774026779079 0.209660487911347 "7039/5595" 2
"WP4478" "WP4478" "LTF danger signal response pathway" "2/143" "20/7782" 0.0513343978133452 0.247774026779079 0.209660487911347 "54210/7099" 2
"WP732" "WP732" "Serotonin receptor 2 and ELK-SRF/GATA4 signaling" "2/143" "20/7782" 0.0513343978133452 0.247774026779079 0.209660487911347 "5595/5894" 2
"WP4861" "WP4861" "Endoplasmic reticulum stress response in coronavirus infection" "3/143" "47/7782" 0.0547989577315491 0.256570936565215 0.217104223729217 "79660/596/27102" 3
"WP2877" "WP2877" "Vitamin D receptor pathway" "7/143" "187/7782" 0.0564677319999281 0.256570936565215 0.217104223729217 "4084/7056/3091/79689/8600/604/54210" 7
"WP4538" "WP4538" "Regulatory circuits of the STAT3 signaling pathway" "4/143" "79/7782" 0.0570665955971398 0.256570936565215 0.217104223729217 "5595/1439/3570/3454" 4
"WP4566" "WP4566" "Translation inhibitors in chronically activated PDGFRA cells" "3/143" "48/7782" 0.0576937627726502 0.256570936565215 0.217104223729217 "5595/5296/6416" 3
"WP4718" "WP4718" "Cholesterol metabolism with Bloch and Kandutsch-Russell pathways" "3/143" "48/7782" 0.0576937627726502 0.256570936565215 0.217104223729217 "2180/9619/3930" 3
"WP3932" "WP3932" "Focal adhesion: PI3K-Akt-mTOR-signaling pathway" "10/143" "309/7782" 0.0579304994333568 0.256570936565215 0.217104223729217 "6515/5595/3091/51719/5209/8660/5296/3570/3454/5894" 10
"WP51" "WP51" "Regulation of actin cytoskeleton" "6/143" "151/7782" 0.0593148479159236 0.256570936565215 0.217104223729217 "5595/2768/7409/8826/5296/5894" 6
"WP3599" "WP3599" "Transcription factor regulation in adipogenesis" "2/143" "22/7782" 0.0609533164215705 0.256570936565215 0.217104223729217 "1052/8660" 2
"WP3657" "WP3657" "Hematopoietic stem cell gene regulation by GABP alpha/beta complex" "2/143" "22/7782" 0.0609533164215705 0.256570936565215 0.217104223729217 "596/4170" 2
"WP3872" "WP3872" "Regulation of apoptosis by parathyroid hormone-related protein" "2/143" "22/7782" 0.0609533164215705 0.256570936565215 0.217104223729217 "596/4170" 2
"WP4141" "WP4141" "PI3K/AKT/mTOR - VitD3 signaling" "2/143" "22/7782" 0.0609533164215705 0.256570936565215 0.217104223729217 "6515/5160" 2
"WP4262" "WP4262" "Breast cancer pathway" "6/143" "157/7782" 0.0689442799662363 0.286871601698592 0.242743925833935 "5595/1021/1870/8600/5296/5894" 6
"WP2882" "WP2882" "Nuclear receptors meta-pathway" "10/143" "322/7782" 0.0721743874708861 0.296899184823418 0.251229028158228 "79056/7039/6515/7056/2729/121512/241/8660/5997/51" 10
"WP481" "WP481" "Insulin signaling" "6/143" "161/7782" 0.0758411401702416 0.30440975041132 0.257584290112515 "5595/5590/8660/5296/6416/5894" 6
"WP205" "WP205" "IL-7 signaling pathway" "2/143" "25/7782" 0.0764121914084531 0.30440975041132 0.257584290112515 "5595/5296" 2
"WP3286" "WP3286" "Copper homeostasis" "3/143" "54/7782" 0.0765228930591991 0.30440975041132 0.257584290112515 "4891/6341/79689" 3
"WP5098" "WP5098" "T-cell activation SARS-CoV-2" "4/143" "88/7782" 0.078274697388294 0.307993917984374 0.260617127459881 "8809/5595/3454/5894" 4
"WP2018" "WP2018" "RANKL/RANK signaling pathway" "3/143" "55/7782" 0.0798948070114888 0.310988388582354 0.263150977253461 "5595/8600/5296" 3
"WP437" "WP437" "EGF/EGFR signaling pathway" "6/143" "164/7782" 0.0812633024446286 0.31295016473357 0.264810985569842 "5590/7409/8826/5296/9101/5894" 6
"WP4239" "WP4239" "Epithelial to mesenchymal transition in colorectal cancer" "6/143" "165/7782" 0.0831179896109239 0.316723286727942 0.26800371165406 "9071/5595/3091/5296/6416/5894" 6
"WP2035" "WP2035" "Follicle stimulating hormone (FSH) signaling pathway" "2/143" "27/7782" 0.087329235808707 0.32258350370155 0.272962487866098 "5595/5894" 2
"WP4767" "WP4767" "FGFR3 signaling in chondrocyte proliferation and terminal differentiation" "2/143" "27/7782" 0.087329235808707 0.32258350370155 0.272962487866098 "5595/5894" 2
"WP4856" "WP4856" "Intracellular trafficking proteins involved in CMT neuropathy" "2/143" "27/7782" 0.087329235808707 0.32258350370155 0.272962487866098 "9516/121512" 2
"WP5036" "WP5036" "Angiotensin II receptor type 1 pathway" "2/143" "28/7782" 0.0929527220537509 0.339887731146039 0.287604913531542 "3091/5894" 2
"WP4205" "WP4205" "MET in type 1 papillary renal cell carcinoma" "3/143" "59/7782" 0.0940092232374058 0.340313388119409 0.287965094337738 "5595/5296/5894" 3
"WP3965" "WP3965" "Lipid metabolism pathway" "2/143" "29/7782" 0.0986784398287515 0.350211717823608 0.296340825491916 "51099/5160" 2
"WP4721" "WP4721" "Eicosanoid metabolism via lipooxygenases (LOX)" "2/143" "29/7782" 0.0986784398287515 0.350211717823608 0.296340825491916 "2358/51" 2
"WP4172" "WP4172" "PI3K-Akt signaling pathway" "10/143" "345/7782" 0.102416498216665 0.359949246159542 0.304580490353088 "7039/5595/596/1021/4170/5296/3570/3454/7099/5894" 10
"WP2870" "WP2870" "Extracellular vesicle-mediated signaling in recipient cells" "2/143" "30/7782" 0.104500797751932 0.363743161405765 0.307790811192433 "7039/5894" 2
"WP3945" "WP3945" "TYROBP causal network in microglia" "3/143" "63/7782" 0.109068882998635 0.370092620018181 0.313163572042137 "3142/8832/10261" 3
"WP4155" "WP4155" "Endometrial cancer" "3/143" "63/7782" 0.109068882998635 0.370092620018181 0.313163572042137 "5595/5296/5894" 3
"WP4352" "WP4352" "Ciliary landscape" "7/143" "220/7782" 0.110213124698381 0.370092620018181 0.313163572042137 "4927/57610/57136/80258/583/8826/26286" 7
"WP4868" "WP4868" "Type I interferon induction and signaling during SARS-CoV-2 infection" "2/143" "31/7782" 0.110414372823104 0.370092620018181 0.313163572042137 "3454/7099" 2
"WP2374" "WP2374" "Oncostatin M signaling pathway" "3/143" "66/7782" 0.120936039453456 0.392415365076821 0.332052547942294 "5595/3091/5894" 3
"WP4313" "WP4313" "Ferroptosis" "3/143" "66/7782" 0.120936039453456 0.392415365076821 0.332052547942294 "4891/2180/2729" 3
"WP4149" "WP4149" "White fat cell differentiation" "2/143" "33/7782" 0.122494299043317 0.392415365076821 0.332052547942294 "1052/7090" 2
"WP4204" "WP4204" "Tumor suppressor activity of SMARCB1" "2/143" "33/7782" 0.122494299043317 0.392415365076821 0.332052547942294 "1021/6602" 2
"WP4786" "WP4786" "Type I collagen synthesis in the context of osteogenesis imperfecta" "2/143" "33/7782" 0.122494299043317 0.392415365076821 0.332052547942294 "5351/8600" 2
"WP2380" "WP2380" "Brain-derived neurotrophic factor (BDNF) signaling pathway" "5/143" "144/7782" 0.125485065114479 0.392727038746467 0.332316278788084 "5595/8660/3738/5296/5894" 5
"WP313" "WP313" "Hepatocyte growth factor receptor signaling" "2/143" "34/7782" 0.128650608526763 0.392727038746467 0.332316278788084 "5595/5894" 2
"WP3982" "WP3982" "miRNA regulation of p53 pathway in prostate cancer" "2/143" "34/7782" 0.128650608526763 0.392727038746467 0.332316278788084 "317/143686" 2
"WP408" "WP408" "Oxidative stress response" "2/143" "34/7782" 0.128650608526763 0.392727038746467 0.332316278788084 "6648/2729" 2
"WP3680" "WP3680" "Physico-chemical features and toxicity-associated pathways" "3/143" "68/7782" 0.129100877377982 0.392727038746467 0.332316278788084 "7039/6416/5894" 3
"WP5039" "WP5039" "SARS-CoV-2 innate immunity evasion and cell-specific immune response" "3/143" "68/7782" 0.129100877377982 0.392727038746467 0.332316278788084 "3579/3570/3454" 3
"WP1403" "WP1403" "AMP-activated protein kinase (AMPK) signaling" "3/143" "69/7782" 0.13325543211534 0.398665011783082 0.337340850331134 "51719/5209/5296" 3
"WP707" "WP707" "DNA damage response" "3/143" "69/7782" 0.13325543211534 0.398665011783082 0.337340850331134 "317/5893/1021" 3
"WP4874" "WP4874" "CAMKK2 pathway" "2/143" "36/7782" 0.141171962388914 0.417042554399731 0.352891489765402 "5595/5894" 2
"WP4341" "WP4341" "Non-genomic actions of 1,25 dihydroxyvitamin D3" "3/143" "71/7782" 0.141702304395489 0.417042554399731 0.352891489765402 "5595/5590/7099" 3
"WP3414" "WP3414" "Initiation of transcription and translation elongation at the HIV-1 LTR" "2/143" "37/7782" 0.147527865965551 0.423849900631187 0.358651704227029 "9734/51497" 2
"WP3995" "WP3995" "Prion disease pathway" "2/143" "37/7782" 0.147527865965551 0.423849900631187 0.358651704227029 "5595/596" 2
"WP4331" "WP4331" "Neovascularisation processes" "2/143" "37/7782" 0.147527865965551 0.423849900631187 0.358651704227029 "5595/3091" 2
"WP2447" "WP2447" "Amyotrophic lateral sclerosis (ALS)" "2/143" "38/7782" 0.153941397130747 0.430772937328114 0.364509813208727 "317/596" 2
"WP4553" "WP4553" "FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma" "2/143" "38/7782" 0.153941397130747 0.430772937328114 0.364509813208727 "5595/604" 2
"WP2572" "WP2572" "Primary focal segmental glomerulosclerosis (FSGS)" "3/143" "74/7782" 0.154697463681367 0.430772937328114 0.364509813208727 "4311/1378/7099" 3
"WP4216" "WP4216" "Chromosomal and microsatellite instability in colorectal cancer " "3/143" "74/7782" 0.154697463681367 0.430772937328114 0.364509813208727 "5595/596/5894" 3
"WP710" "WP710" "DNA damage response (only ATM dependent)" "4/143" "115/7782" 0.160993284528981 0.444882206102986 0.376448740843178 "6648/596/604/5296" 4
"WP4844" "WP4844" "Influence of laminopathies on Wnt signaling" "2/143" "40/7782" 0.166924594693136 0.450832390307587 0.381483645186123 "1052/1021" 2
"WP4871" "WP4871" "Kisspeptin/kisspeptin receptor system in the ovary" "2/143" "40/7782" 0.166924594693136 0.450832390307587 0.381483645186123 "5595/5894" 2
"WP500" "WP500" "Glycogen synthesis and degradation" "2/143" "40/7782" 0.166924594693136 0.450832390307587 0.381483645186123 "5836/5236" 2
"WP4518" "WP4518" "Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases" "1/143" "10/7782" 0.169373494701193 0.450832390307587 0.381483645186123 "2729" 1
"WP5050" "WP5050" "TCA cycle in senescence" "1/143" "10/7782" 0.169373494701193 0.450832390307587 0.381483645186123 "5160" 1
"WP4698" "WP4698" "Vitamin D-sensitive calcium signaling in depression" "2/143" "41/7782" 0.17348621799824 0.455087035618571 0.385083824847351 "596/2729" 2
"WP524" "WP524" "G13 signaling pathway" "2/143" "41/7782" 0.17348621799824 0.455087035618571 0.385083824847351 "8826/5296" 2
"WP2636" "WP2636" "Common pathways underlying drug addiction" "2/143" "42/7782" 0.180089375929612 0.469009741629638 0.39686488750865 "5595/5894" 2
"WP5104" "WP5104" "Acquired partial lipodystrophy / Barraquer-Simons syndrome" "1/143" "11/7782" 0.184656509402394 0.477468974311904 0.404022888993207 "4001" 1
"WP2007" "WP2007" "Iron metabolism in placenta" "1/143" "12/7782" 0.199660256559189 0.488835876667356 0.41364129139343 "4891" 1
"WP3672" "WP3672" "lncRNA-mediated mechanisms of therapeutic resistance" "1/143" "12/7782" 0.199660256559189 0.488835876667356 0.41364129139343 "3091" 1
"WP3849" "WP3849" "MAPK and NFkB signaling pathways inhibited by Yersinia YopJ" "1/143" "12/7782" 0.199660256559189 0.488835876667356 0.41364129139343 "5894" 1
"WP534" "WP534" "Glycolysis and gluconeogenesis" "2/143" "45/7782" 0.200111596494411 0.488835876667356 0.41364129139343 "6515/5160" 2
"WP3878" "WP3878" "ATM signaling in development and disease " "2/143" "46/7782" 0.206845021513246 0.488835876667356 0.41364129139343 "3930/80254" 2
"WP4535" "WP4535" "Envelope proteins and their potential roles in EDMD physiopathology" "2/143" "46/7782" 0.206845021513246 0.488835876667356 0.41364129139343 "5595/3930" 2
"WP2203" "WP2203" "Thymic stromal lymphopoietin (TSLP) signaling pathway" "2/143" "47/7782" 0.213602624347988 0.488835876667356 0.41364129139343 "1154/5595" 2
"WP1434" "WP1434" "Osteopontin signaling" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "5595" 1
"WP186" "WP186" "Homologous recombination" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "5893" 1
"WP2881" "WP2881" "Estrogen receptor pathway" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "51" 1
"WP3301" "WP3301" "MFAP5-mediated ovarian cancer cell motility and invasiveness" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "5595" 1
"WP4211" "WP4211" "Transcriptional cascade regulating adipogenesis" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "1052" 1
"WP4259" "WP4259" "Disorders of folate metabolism and transport" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "471" 1
"WP4389" "WP4389" "Bile acids synthesis and enterohepatic circulation " "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "5595" 1
"WP4788" "WP4788" "Autosomal recessive osteopetrosis pathways" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "8600" 1
"WP4792" "WP4792" "Purine metabolism" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "471" 1
"WP4919" "WP4919" "Neuroinflammation" "1/143" "13/7782" 0.214389803960995 0.488835876667356 0.41364129139343 "7099" 1
"WP4018" "WP4018" "Clear cell renal cell carcinoma pathways" "3/143" "87/7782" 0.214709680635662 0.488835876667356 0.41364129139343 "3091/3759/5236" 3
"WP4298" "WP4298" "Acute viral myocarditis" "3/143" "87/7782" 0.214709680635662 0.488835876667356 0.41364129139343 "5595/596/7099" 3
"WP2446" "WP2446" "Retinoblastoma gene in cancer" "3/143" "88/7782" 0.219525032985569 0.492770772160874 0.416970906364683 "1021/1870/5894" 3
"WP2586" "WP2586" "Aryl hydrocarbon receptor pathway" "2/143" "48/7782" 0.220381270503438 0.492770772160874 0.416970906364683 "2729/5894" 2
"WP236" "WP236" "Adipogenesis" "4/143" "131/7782" 0.220521726768126 0.492770772160874 0.416970906364683 "1052/10135/3091/8660" 4
"WP4217" "WP4217" "Ebola virus infection in host" "4/143" "132/7782" 0.224428529340495 0.49311753787364 0.417264331262662 "5595/8826/5296/7099" 4
"WP4657" "WP4657" "22q11.2 copy number variation syndrome" "4/143" "132/7782" 0.224428529340495 0.49311753787364 0.417264331262662 "596/340665/3837/5894" 4
"WP5124" "WP5124" "Alzheimer's disease" "7/143" "270/7782" 0.228034586815575 0.49311753787364 0.417264331262662 "5595/317/29982/4311/8660/5296/5894" 7
"WP366" "WP366" "TGF-beta signaling pathway" "4/143" "133/7782" 0.228353550593958 0.49311753787364 0.417264331262662 "5296/6416/8945/5894" 4
"WP322" "WP322" "Osteoblast signaling" "1/143" "14/7782" 0.228850128073955 0.49311753787364 0.417264331262662 "8600" 1
"WP5037" "WP5037" "Riboflavin and CoQ disorders" "1/143" "14/7782" 0.228850128073955 0.49311753787364 0.417264331262662 "51004" 1
"WP1545" "WP1545" "miRNAs involved in DNA damage response" "2/143" "50/7782" 0.233989679535047 0.498496047689838 0.421815498335978 "5893/1021" 2
"WP3925" "WP3925" "Amino acid metabolism" "3/143" "91/7782" 0.234100353887493 0.498496047689838 0.421815498335978 "3034/5160/10056" 3
"WP4539" "WP4539" "Synaptic signaling pathways associated with autism spectrum disorder" "2/143" "51/7782" 0.240813689906648 0.498850996330874 0.42211584743322 "5595/5296" 2
"WP3" "WP3" "Transcriptional activation by NRF2 in response to phytochemicals" "1/143" "15/7782" 0.243046115675065 0.498850996330874 0.42211584743322 "2729" 1
