"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"WP4263" "WP4263" "Pancreatic adenocarcinoma pathway" "9/242" "89/7782" 0.00170535459361955 0.060540088073494 0.0541524879728313 "598/7039/5595/1026/1021/1870/5296/54101/5894" 9
"WP364" "WP364" "IL-6 signaling pathway" "6/242" "43/7782" 0.00197379750733893 0.0606399750253816 0.0542418358270031 "598/5595/7409/5296/6416/3570" 6
"WP1772" "WP1772" "Apoptosis modulation and signaling" "9/242" "91/7782" 0.00199286302900315 0.0606399750253816 0.0542418358270031 "7850/598/8837/5595/317/596/8794/4170/837" 9
"WP314" "WP314" "Fas ligand pathway and stress induction of heat shock proteins" "6/242" "44/7782" 0.00222710170252158 0.0632136333916902 0.0565439468440619 "4001/8837/317/596/7124/6416" 6
"WP3888" "WP3888" "VEGFA-VEGFR2 signaling pathway" "25/242" "439/7782" 0.00237422097245785 0.0632136333916902 0.0565439468440619 "660/598/6648/6478/3142/5595/5590/84335/596/6541/8794/160/6886/8826/9100/9734/5296/6416/857/682/6732/115098/5894/84952/10056" 25
"WP3672" "WP3672" "lncRNA-mediated mechanisms of therapeutic resistance" "3/242" "12/7782" 0.00530627500577812 0.132969008968322 0.118939414990197 "598/3091/1026" 3
"WP2447" "WP2447" "Amyotrophic lateral sclerosis (ALS)" "5/242" "38/7782" 0.00605589557151832 0.143322861859267 0.128200830227464 "598/317/596/7124/9973" 5
"WP4792" "WP4792" "Purine metabolism" "3/242" "13/7782" 0.00674135923140438 0.144958543979904 0.129663931111256 "353/471/3704" 3
"WP4255" "WP4255" "Non-small cell lung cancer" "7/242" "72/7782" 0.00680556544506591 0.144958543979904 0.129663931111256 "7039/5595/1026/1021/1870/5296/5894" 7
"WP127" "WP127" "IL-5 signaling pathway" "5/242" "40/7782" 0.00755004060428247 0.148846638182858 0.1331417915053 "5595/596/1439/5296/5894" 5
"WP581" "WP581" "EPO receptor signaling" "4/242" "26/7782" 0.00795653094056708 0.148846638182858 0.1331417915053 "1154/5595/8660/5894" 4
"WP366" "WP366" "TGF-beta signaling pathway" "10/242" "133/7782" 0.00834242467499415 0.148846638182858 0.1331417915053 "1874/3727/1026/5296/6416/857/7027/10131/8945/5894" 10
"WP3941" "WP3941" "Oxidative damage response" "5/242" "41/7782" 0.00838572609480893 0.148846638182858 0.1331417915053 "317/596/1026/7124/6416" 5
"WP2037" "WP2037" "Prolactin signaling pathway" "7/242" "76/7782" 0.00909933216739335 0.155052620132383 0.138692978719848 "1154/5595/7409/8660/5296/4793/5894" 7
"WP4630" "WP4630" "Measles virus infection" "10/242" "138/7782" 0.010687571703605 0.171513008562287 0.153416627377188 "598/317/596/1021/27102/5296/3454/4793/7099/2213" 10
"WP4658" "WP4658" "Small cell lung cancer" "8/242" "98/7782" 0.0110417003393771 0.171513008562287 0.153416627377188 "598/317/596/1026/1021/1870/5296/4793" 8
"WP2332" "WP2332" "Interleukin-11 signaling pathway" "5/242" "44/7782" 0.0112731554923569 0.171513008562287 0.153416627377188 "5595/5524/596/5296/5894" 5
"WP4721" "WP4721" "Eicosanoid metabolism via lipooxygenases (LOX)" "4/242" "29/7782" 0.0117552505236316 0.172680576657485 0.154461005065504 "2358/8529/51/2687" 4
"WP2261" "WP2261" "Glioblastoma signaling pathways" "7/242" "83/7782" 0.0144049153654185 0.204549798188943 0.182967696922158 "5595/5590/1026/1021/5296/6416/5894" 7
"WP4806" "WP4806" "EGFR tyrosine kinase inhibitor resistance" "7/242" "84/7782" 0.0153119076088371 0.210415246495633 0.188214280285197 "598/7039/5595/596/5296/3570/5894" 7
"WP3680" "WP3680" "Physico-chemical features and toxicity-associated pathways" "6/242" "68/7782" 0.0186526087450662 0.232272040511738 0.207764958401901 "7039/1026/6416/11211/5894/8325" 6
"WP4685" "WP4685" "Melanoma" "6/242" "68/7782" 0.0186526087450662 0.232272040511738 0.207764958401901 "5595/1026/1021/1870/5296/5894" 6
"WP5098" "WP5098" "T-cell activation SARS-CoV-2" "7/242" "88/7782" 0.0193479192572589 0.232272040511738 0.207764958401901 "598/8809/5595/1026/7124/3454/5894" 7
"WP5101" "WP5101" "Congenital generalized lipodystrophy (CGL)" "3/242" "19/7782" 0.0199126060502558 0.232272040511738 0.207764958401901 "84649/3091/857" 3
"WP408" "WP408" "Oxidative stress response" "4/242" "34/7782" 0.0203482847986029 0.232272040511738 0.207764958401901 "6648/2729/10587/4784" 4
"WP4666" "WP4666" "Hepatitis B infection" "10/242" "154/7782" 0.0216182855917922 0.232272040511738 0.207764958401901 "5595/317/596/1026/7124/5296/6416/3454/7099/5894" 10
"WP2882" "WP2882" "Nuclear receptors meta-pathway" "17/242" "322/7782" 0.0227269505089038 0.232272040511738 0.207764958401901 "79056/6535/7039/6515/7056/8140/5524/2729/121512/3727/241/8660/5997/7124/51/645/6513" 17
"WP673" "WP673" "ErbB signaling pathway" "7/242" "91/7782" 0.0228265439319453 0.232272040511738 0.207764958401901 "7039/5595/1026/5296/6416/2069/5894" 7
"WP2507" "WP2507" "Nanomaterial induced apoptosis" "3/242" "20/7782" 0.0229000603321432 0.232272040511738 0.207764958401901 "8837/317/596" 3
"WP3927" "WP3927" "BMP signaling in eyelid development" "3/242" "20/7782" 0.0229000603321432 0.232272040511738 0.207764958401901 "3625/7039/5595" 3
"WP4478" "WP4478" "LTF danger signal response pathway" "3/242" "20/7782" 0.0229000603321432 0.232272040511738 0.207764958401901 "7124/54210/7099" 3
"WP4262" "WP4262" "Breast cancer pathway" "10/242" "157/7782" 0.0243444677647777 0.238507850910997 0.21334282685886 "5595/1026/1021/1870/8600/4854/5296/11211/5894/8325" 10
"WP4877" "WP4877" "Host-pathogen interaction of human coronaviruses - MAPK signaling" "4/242" "36/7782" 0.024634613709117 0.238507850910997 0.21334282685886 "5595/596/6416/5894" 4
"WP2864" "WP2864" "Apoptosis-related network due to altered Notch3 in ovarian cancer" "5/242" "54/7782" 0.0255935315695297 0.242285432191548 0.21672183457707 "2729/3727/1026/8531/7124" 5
"WP3599" "WP3599" "Transcription factor regulation in adipogenesis" "3/242" "22/7782" 0.0295635816615024 0.257022158934694 0.22990368553091 "1052/8660/7124" 3
"WP3657" "WP3657" "Hematopoietic stem cell gene regulation by GABP alpha/beta complex" "3/242" "22/7782" 0.0295635816615024 0.257022158934694 0.22990368553091 "598/596/4170" 3
"WP3872" "WP3872" "Regulation of apoptosis by parathyroid hormone-related protein" "3/242" "22/7782" 0.0295635816615024 0.257022158934694 0.22990368553091 "598/596/4170" 3
"WP4224" "WP4224" "Purine metabolism and related disorders" "3/242" "22/7782" 0.0295635816615024 0.257022158934694 0.22990368553091 "353/471/3704" 3
"WP2795" "WP2795" "Cardiac hypertrophic response" "5/242" "57/7782" 0.031460483446789 0.268043318966642 0.239762000162897 "5595/9734/7124/6416/5894" 5
"WP2526" "WP2526" "PDGF pathway" "4/242" "40/7782" 0.0347343980314082 0.284554876180382 0.254531418772667 "5595/7409/6416/5894" 4
"WP500" "WP500" "Glycogen synthesis and degradation" "4/242" "40/7782" 0.0347343980314082 0.284554876180382 0.254531418772667 "5524/5836/5526/5236" 4
"WP1544" "WP1544" "MicroRNAs in cardiomyocyte hypertrophy" "7/242" "101/7782" 0.0374886106740427 0.295157372530096 0.264015243034087 "1154/5595/9734/7124/5296/6416/5894" 7
"WP2828" "WP2828" "Bladder cancer" "4/242" "41/7782" 0.0375829031056351 0.295157372530096 0.264015243034087 "1026/5296/23604/5894" 4
"WP304" "WP304" "Kit receptor signaling pathway" "5/242" "60/7782" 0.0381071725097542 0.295157372530096 0.264015243034087 "5595/596/7409/5296/5894" 5
"WP2036" "WP2036" "TNF-related weak inducer of apoptosis (TWEAK) signaling pathway" "4/242" "42/7782" 0.0405617977012228 0.299382207246713 0.267794314364493 "5595/7124/4793/5894" 4
"WP49" "WP49" "IL-2 signaling pathway" "4/242" "42/7782" 0.0405617977012228 0.299382207246713 0.267794314364493 "1154/5595/596/5894" 4
"WP205" "WP205" "IL-7 signaling pathway" "3/242" "25/7782" 0.0412616398505592 0.299382207246713 0.267794314364493 "598/5595/5296" 3
"WP4352" "WP4352" "Ciliary landscape" "12/242" "220/7782" 0.0414637329285354 0.299382207246713 0.267794314364493 "4927/25980/9125/5866/57610/57136/80258/583/8826/26286/22981/28981" 12
"WP75" "WP75" "Toll-like receptor signaling pathway" "7/242" "104/7782" 0.0428712711265629 0.302485089405037 0.270569810636579 "5595/7124/5296/6416/3454/4793/7099" 7
"WP3630" "WP3630" "NAD metabolism, sirtuins and aging" "2/242" "11/7782" 0.0440236515096533 0.302485089405037 0.270569810636579 "10135/3091" 2
"WP3656" "WP3656" "Interleukin-1 induced activation of NF-kB" "2/242" "11/7782" 0.0440236515096533 0.302485089405037 0.270569810636579 "7335/5590" 2
"WP2849" "WP2849" "Hematopoietic stem cell differentiation" "5/242" "63/7782" 0.0455523914236709 0.303208105413809 0.271216541042251 "10661/4602/2623/7409/4066" 5
"WP3945" "WP3945" "TYROBP causal network in microglia" "5/242" "63/7782" 0.0455523914236709 0.303208105413809 0.271216541042251 "3142/4066/6510/8832/10261" 5
"WP4767" "WP4767" "FGFR3 signaling in chondrocyte proliferation and terminal differentiation" "3/242" "27/7782" 0.0501669216580016 0.327455757818217 0.292905817470212 "5595/1026/5894" 3
"WP5094" "WP5094" "Orexin receptor pathway" "9/242" "155/7782" 0.0522429491428902 0.327455757818217 0.292905817470212 "5595/3091/1026/250/2355/5498/7124/5296/6513" 9
"WP4754" "WP4754" "IL-18 signaling pathway" "14/242" "279/7782" 0.0524451060282046 0.327455757818217 0.292905817470212 "5763/598/8809/8837/5595/6641/596/9374/3257/2623/8600/7124/682/26093" 14
"WP4298" "WP4298" "Acute viral myocarditis" "6/242" "87/7782" 0.0532263176065081 0.327455757818217 0.292905817470212 "598/5595/596/7124/857/7099" 6
"WP3878" "WP3878" "ATM signaling in development and disease " "4/242" "46/7782" 0.0537804850451852 0.327455757818217 0.292905817470212 "6794/5524/3930/80254" 4
"WP2324" "WP2324" "AGE/RAGE pathway" "5/242" "66/7782" 0.0538072841485334 0.327455757818217 0.292905817470212 "3625/5595/5590/3091/5894" 5
"WP5036" "WP5036" "Angiotensin II receptor type 1 pathway" "3/242" "28/7782" 0.054941135391466 0.329646812348796 0.294865693279625 "3091/3727/5894" 3
"WP3932" "WP3932" "Focal adhesion: PI3K-Akt-mTOR-signaling pathway" "15/242" "309/7782" 0.0578169917291159 0.338397326194822 0.302692938182667 "6515/5595/6794/84335/3091/1026/51719/5209/8660/5296/3570/3454/5526/6513/5894" 15
"WP5039" "WP5039" "SARS-CoV-2 innate immunity evasion and cell-specific immune response" "5/242" "68/7782" 0.059762468590584 0.338397326194822 0.302692938182667 "7124/3579/3570/682/3454" 5
"WP3972" "WP3972" "PDGFR-beta pathway" "3/242" "29/7782" 0.0599241221069852 0.338397326194822 0.302692938182667 "5595/6416/5894" 3
"WP186" "WP186" "Homologous recombination" "2/242" "13/7782" 0.0599536300066145 0.338397326194822 0.302692938182667 "5893/5425" 2
"WP2586" "WP2586" "Aryl hydrocarbon receptor pathway" "4/242" "48/7782" 0.0611657138896743 0.338397326194822 0.302692938182667 "2729/1026/7124/5894" 4
"WP2848" "WP2848" "Pluripotent stem cell differentiation pathway" "4/242" "48/7782" 0.0611657138896743 0.338397326194822 0.302692938182667 "3577/8600/4907/3570" 4
"WP1403" "WP1403" "AMP-activated protein kinase (AMPK) signaling" "5/242" "69/7782" 0.062875501935648 0.343396972110078 0.307165070184947 "6794/1026/51719/5209/5296" 5
"WP2637" "WP2637" "Interleukin-1 (IL-1) structural pathway" "4/242" "50/7782" 0.0690593142634515 0.356886738401664 0.319231527801834 "5595/3556/6416/4793" 4
"WP2355" "WP2355" "Corticotropin-releasing hormone signaling pathway" "6/242" "93/7782" 0.0691321988723675 0.356886738401664 0.319231527801834 "5595/596/3727/2355/7099/5894" 6
"WP2880" "WP2880" "Glucocorticoid receptor pathway" "5/242" "71/7782" 0.0693713526773388 0.356886738401664 0.319231527801834 "79056/7056/121512/241/5997" 5
"WP4341" "WP4341" "Non-genomic actions of 1,25 dihydroxyvitamin D3" "5/242" "71/7782" 0.0693713526773388 0.356886738401664 0.319231527801834 "5595/5590/7124/857/7099" 5
"WP437" "WP437" "EGF/EGFR signaling pathway" "9/242" "164/7782" 0.0695342706275542 0.356886738401664 0.319231527801834 "5590/3727/7409/160/8826/5296/857/9101/5894" 9
"WP4172" "WP4172" "PI3K-Akt signaling pathway" "16/242" "345/7782" 0.0710156857441412 0.359106465623566 0.321217051039612 "598/7039/1291/5595/6794/4602/596/1026/1021/4170/5296/3570/3454/5526/7099/5894" 16
"WP4239" "WP4239" "Epithelial to mesenchymal transition in colorectal cancer" "9/242" "165/7782" 0.0716526985399134 0.359106465623566 0.321217051039612 "9071/5595/3091/4854/5296/6416/11211/5894/8325" 9
"WP2112" "WP2112" "IL-17 signaling pathway" "3/242" "32/7782" 0.0760777021663419 0.374909118285077 0.335352361796881 "1052/5595/4793" 3
"WP4747" "WP4747" "Netrin-UNC5B signaling pathway" "4/242" "52/7782" 0.0774513251611519 0.374909118285077 0.335352361796881 "5595/5524/7124/5894" 4
"WP4723" "WP4723" "Omega-3 / omega-6 fatty acid synthesis" "2/242" "15/7782" 0.0775182734881669 0.374909118285077 0.335352361796881 "2180/51" 2
"WP5083" "WP5083" "Neuroinflammation and glutamatergic signaling" "8/242" "144/7782" 0.0796338873294976 0.374909118285077 0.335352361796881 "7850/6515/5595/596/7124/3570/5160/6513" 8
"WP2817" "WP2817" "Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)" "3/242" "33/7782" 0.081846356808714 0.374909118285077 0.335352361796881 "598/8600/857" 3
"WP422" "WP422" "MAPK cascade" "3/242" "33/7782" 0.081846356808714 0.374909118285077 0.335352361796881 "5595/6416/5894" 3
"WP4786" "WP4786" "Type I collagen synthesis in the context of osteogenesis imperfecta" "3/242" "33/7782" 0.081846356808714 0.374909118285077 0.335352361796881 "5351/8600/9509" 3
"WP4838" "WP4838" "Regucalcin in proximal tubule epithelial kidney cells" "3/242" "33/7782" 0.081846356808714 0.374909118285077 0.335352361796881 "317/8600/5894" 3
"WP3286" "WP3286" "Copper homeostasis" "4/242" "54/7782" 0.0863294249775682 0.378900082939888 0.338922238755225 "4891/6341/79689/9973" 4
"WP12" "WP12" "Osteoclast signaling" "2/242" "16/7782" 0.0868319173842583 0.378900082939888 0.338922238755225 "8600/3454" 2
"WP3644" "WP3644" "NAD+ metabolism" "2/242" "16/7782" 0.0868319173842583 0.378900082939888 0.338922238755225 "10135/4907" 2
"WP4928" "WP4928" "MAPK pathway in congenital thyroid cancer" "2/242" "16/7782" 0.0868319173842583 0.378900082939888 0.338922238755225 "5595/5894" 2
"WP2034" "WP2034" "Leptin signaling pathway" "5/242" "76/7782" 0.0871648078124624 0.378900082939888 0.338922238755225 "1154/598/5595/5296/5894" 5
"WP395" "WP395" "IL-4 signaling pathway" "4/242" "55/7782" 0.0909463194040104 0.387431320661084 0.346553343413177 "5595/8660/4783/5296" 4
"WP585" "WP585" "Interferon type I signaling pathways" "4/242" "55/7782" 0.0909463194040104 0.387431320661084 0.346553343413177 "7409/8660/5296/3454" 4
"WP244" "WP244" "Alpha 6 beta 4 signaling pathway" "3/242" "35/7782" 0.0939261180612975 0.392279669550125 0.350890141776983 "5595/8660/5296" 3
"WP4496" "WP4496" "Signal transduction through IL1R" "3/242" "35/7782" 0.0939261180612975 0.392279669550125 0.350890141776983 "51295/3556/7124" 3
"WP4538" "WP4538" "Regulatory circuits of the STAT3 signaling pathway" "5/242" "79/7782" 0.0988807410625807 0.408963064977276 0.365813267906533 "5595/84335/1439/3570/3454" 5
"WP4874" "WP4874" "CAMKK2 pathway" "3/242" "36/7782" 0.100225345729677 0.410538435392717 0.367222420588494 "5595/51024/5894" 3
"WP4917" "WP4917" "Proximal tubule transport" "4/242" "58/7782" 0.105484192270582 0.420830106879872 0.376428215197711 "9296/762/6513/6575" 4
"WP3879" "WP3879" "4-hydroxytamoxifen, dexamethasone, and retinoic acids regulation of p27 expression" "2/242" "18/7782" 0.106372546628097 0.420830106879872 0.376428215197711 "5595/5894" 2
"WP4301" "WP4301" "Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells" "2/242" "18/7782" 0.106372546628097 0.420830106879872 0.376428215197711 "5595/5894" 2
"WP4331" "WP4331" "Neovascularisation processes" "3/242" "37/7782" 0.106689322870954 0.420830106879872 0.376428215197711 "5595/3091/4854" 3
"WP4205" "WP4205" "MET in type 1 papillary renal cell carcinoma" "4/242" "59/7782" 0.110551867795087 0.421604874097007 0.377121236528581 "5595/1026/5296/5894" 4
"WP4553" "WP4553" "FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma" "3/242" "38/7782" 0.113311802478551 0.421604874097007 0.377121236528581 "5595/604/84759" 3
"WP236" "WP236" "Adipogenesis" "7/242" "131/7782" 0.113407390972641 0.421604874097007 0.377121236528581 "1874/1052/10135/3091/1026/8660/7124" 7
"WP1992" "WP1992" "Genes targeted by miRNAs in adipocytes" "2/242" "19/7782" 0.116544304343137 0.421604874097007 0.377121236528581 "3759/3753" 2
"WP22" "WP22" "IL-9 signaling pathway" "2/242" "19/7782" 0.116544304343137 0.421604874097007 0.377121236528581 "5595/5296" 2
"WP3287" "WP3287" "Overview of nanoparticle effects" "2/242" "19/7782" 0.116544304343137 0.421604874097007 0.377121236528581 "596/7124" 2
"WP3877" "WP3877" "MYD88 distinct input-output pathway" "2/242" "19/7782" 0.116544304343137 0.421604874097007 0.377121236528581 "7335/7099" 2
"WP4784" "WP4784" "Proteoglycan biosynthesis" "2/242" "19/7782" 0.116544304343137 0.421604874097007 0.377121236528581 "2137/22856" 2
"WP3915" "WP3915" "Angiopoietin-like protein 8 regulatory pathway" "7/242" "132/7782" 0.116782570759265 0.421604874097007 0.377121236528581 "5595/8660/5296/6416/6513/143686/5894" 7
"WP4657" "WP4657" "22q11.2 copy number variation syndrome" "7/242" "132/7782" 0.116782570759265 0.421604874097007 0.377121236528581 "128989/596/340665/3837/10587/8854/5894" 7
"WP1742" "WP1742" "TP53 network" "2/242" "20/7782" 0.126949220344359 0.441583176234692 0.39499162292305 "596/1026" 2
"WP516" "WP516" "Hypertrophy model" "2/242" "20/7782" 0.126949220344359 0.441583176234692 0.39499162292305 "3475/3727" 2
"WP732" "WP732" "Serotonin receptor 2 and ELK-SRF/GATA4 signaling" "2/242" "20/7782" 0.126949220344359 0.441583176234692 0.39499162292305 "5595/5894" 2
"WP3937" "WP3937" "Microglia pathogen phagocytosis pathway" "3/242" "40/7782" 0.127006892946324 0.441583176234692 0.39499162292305 "7409/5296/54210" 3
"WP2877" "WP2877" "Vitamin D receptor pathway" "9/242" "187/7782" 0.128317683331932 0.441583176234692 0.39499162292305 "4084/7056/997/3091/1026/79689/8600/604/54210" 9
"WP481" "WP481" "Insulin signaling" "8/242" "161/7782" 0.128535948011976 0.441583176234692 0.39499162292305 "5595/5590/8660/5296/6416/30846/6513/5894" 8
"WP4155" "WP4155" "Endometrial cancer" "4/242" "63/7782" 0.131866860664385 0.445835576531968 0.398795351382684 "5595/1026/5296/5894" 4
"WP61" "WP61" "Notch signaling pathway" "4/242" "63/7782" 0.131866860664385 0.445835576531968 0.398795351382684 "3091/1026/4854/5296" 4
"WP4018" "WP4018" "Clear cell renal cell carcinoma pathways" "5/242" "87/7782" 0.133712355055558 0.448515458690296 0.401192478492432 "84335/3091/3759/6513/5236" 5
"WP5124" "WP5124" "Alzheimer's disease" "12/242" "270/7782" 0.135356010689688 0.450481723076617 0.402951281822919 "147700/5595/317/29982/4311/6622/8660/7124/5296/11211/5894/8325" 12
"WP45" "WP45" "G1 to S cell cycle control" "4/242" "64/7782" 0.137443736290673 0.453564099860315 0.405708436247675 "1026/1021/1870/7027" 4
"WP2446" "WP2446" "Retinoblastoma gene in cancer" "5/242" "88/7782" 0.13841157976958 0.453564099860315 0.405708436247675 "1026/1021/1870/7027/5894" 5
"WP3929" "WP3929" "Chemokine signaling pathway" "8/242" "165/7782" 0.141907144380791 0.461469034398601 0.412779319130946 "5595/57580/5590/7409/5296/3579/4793/5894" 8
"WP1584" "WP1584" "Type II diabetes mellitus" "2/242" "22/7782" 0.14836306540405 0.469787137070585 0.420219776672972 "5590/7124" 2
"WP4141" "WP4141" "PI3K/AKT/mTOR - VitD3 signaling" "2/242" "22/7782" 0.14836306540405 0.469787137070585 0.420219776672972 "6515/5160" 2
"WP2374" "WP2374" "Oncostatin M signaling pathway" "4/242" "66/7782" 0.148876205409692 0.469787137070585 0.420219776672972 "5595/3091/3727/5894" 4
"WP4313" "WP4313" "Ferroptosis" "4/242" "66/7782" 0.148876205409692 0.469787137070585 0.420219776672972 "4891/2180/2729/6510" 4
"WP138" "WP138" "Androgen receptor signaling pathway" "5/242" "91/7782" 0.152935970847466 0.475552726868764 0.425377037624148 "10498/1026/573/5296/857" 5
"WP69" "WP69" "T-cell receptor signaling pathway" "5/242" "91/7782" 0.152935970847466 0.475552726868764 0.425377037624148 "5595/7409/5296/3604/5894" 5
"WP4290" "WP4290" "Metabolic reprogramming in colon cancer" "3/242" "44/7782" 0.156017561903511 0.478154542236659 0.427704334790389 "6510/5160/6513" 3
"WP4753" "WP4753" "Nucleotide excision repair" "3/242" "44/7782" 0.156017561903511 0.478154542236659 0.427704334790389 "5886/8451/5425" 3
"WP100" "WP100" "Glutathione metabolism" "2/242" "23/7782" 0.159327377109302 0.484810447489734 0.433657973786221 "2729/2687" 2
"WP2032" "WP2032" "Thyroid stimulating hormone (TSH) signaling pathway" "4/242" "68/7782" 0.160661372892362 0.485402445759902 0.434187510168234 "5595/2768/5296/5894" 4
"WP534" "WP534" "Glycolysis and gluconeogenesis" "3/242" "45/7782" 0.163570179165051 0.490710537495152 0.438935543793538 "6515/5160/6513" 3
"WP707" "WP707" "DNA damage response" "4/242" "69/7782" 0.166678964951237 0.496540133351237 0.44415005750716 "317/5893/1026/1021" 4
"WP4787" "WP4787" "Osteoblast differentiation and related diseases" "6/242" "120/7782" 0.17006815002951 0.500727758806155 0.44789584553454 "5595/5590/4854/5296/11211/8325" 6
"WP5046" "WP5046" "NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence" "2/242" "24/7782" 0.170435504757964 0.500727758806155 0.44789584553454 "10135/6513" 2
"WP4861" "WP4861" "Endoplasmic reticulum stress response in coronavirus infection" "3/242" "47/7782" 0.178990440919394 0.522259779668916 0.467156017395967 "79660/596/27102" 3
"WP4483" "WP4483" "Relationship between inflammation, COX-2 and EGFR" "2/242" "25/7782" 0.181668014749912 0.526466491724235 0.47091887819168 "5595/80142" 2
"WP4549" "WP4549" "Fragile X syndrome" "6/242" "123/7782" 0.183907496857317 0.527126821717257 0.471509536599078 "84335/160/6455/9495/5526/5894" 6
"WP2873" "WP2873" "Aryl hydrocarbon receptor pathway" "3/242" "48/7782" 0.186845422721375 0.527126821717257 0.471509536599078 "8140/3727/7124" 3
"WP4566" "WP4566" "Translation inhibitors in chronically activated PDGFRA cells" "3/242" "48/7782" 0.186845422721375 0.527126821717257 0.471509536599078 "5595/5296/6416" 3
"WP4718" "WP4718" "Cholesterol metabolism with Bloch and Kandutsch-Russell pathways" "3/242" "48/7782" 0.186845422721375 0.527126821717257 0.471509536599078 "2180/9619/3930" 3
"WP23" "WP23" "B cell receptor signaling pathway" "5/242" "98/7782" 0.189110960451242 0.530008349685717 0.47408703381821 "7409/604/5296/7462/5894" 5
"WP2572" "WP2572" "Primary focal segmental glomerulosclerosis (FSGS)" "4/242" "74/7782" 0.197897934574575 0.54743194888811 0.489672264634287 "4311/1026/1378/7099" 4
"WP4216" "WP4216" "Chromosomal and microsatellite instability in colorectal cancer " "4/242" "74/7782" 0.197897934574575 0.54743194888811 0.489672264634287 "5595/596/1026/5894" 4
"WP1545" "WP1545" "miRNAs involved in DNA damage response" "3/242" "50/7782" 0.202813908638666 0.547728034240011 0.489937109945352 "5893/1026/1021" 3
"WP24" "WP24" "Peptide GPCRs" "4/242" "75/7782" 0.204346787277665 0.547728034240011 0.489937109945352 "2358/3577/3579/2357" 4
"WP167" "WP167" "Eicosanoid synthesis" "2/242" "27/7782" 0.204433702920568 0.547728034240011 0.489937109945352 "241/80142" 2
"WP2035" "WP2035" "Follicle stimulating hormone (FSH) signaling pathway" "2/242" "27/7782" 0.204433702920568 0.547728034240011 0.489937109945352 "5595/5894" 2
"WP4856" "WP4856" "Intracellular trafficking proteins involved in CMT neuropathy" "2/242" "27/7782" 0.204433702920568 0.547728034240011 0.489937109945352 "9516/121512" 2
"WP4674" "WP4674" "Head and neck squamous cell carcinoma" "4/242" "76/7782" 0.210856897247954 0.561406488922677 0.502172347393153 "6794/1026/1021/5296" 4
"WP3965" "WP3965" "Lipid metabolism pathway" "2/242" "29/7782" 0.227489354087226 0.601928353050672 0.538418739323804 "51099/5160" 2
"WP3940" "WP3940" "One-carbon metabolism and related pathways" "3/242" "54/7782" 0.235615450615835 0.61102554896276 0.546556087779885 "6648/2729/1119" 3
"WP129" "WP129" "Matrix metalloproteinases" "2/242" "30/7782" 0.239087791446659 0.61102554896276 0.546556087779885 "7124/682" 2
"WP2870" "WP2870" "Extracellular vesicle-mediated signaling in recipient cells" "2/242" "30/7782" 0.239087791446659 0.61102554896276 0.546556087779885 "7039/5894" 2
"WP3851" "WP3851" "TLR4 signaling and tolerance" "2/242" "30/7782" 0.239087791446659 0.61102554896276 0.546556087779885 "7124/7099" 2
