	gene	importance
1104	eRNA_chr8_122858920_122859780_plus	0.0
1103	eRNA_chr6_158678550_158679060_plus	0.0
1102	eRNA_chr17_78995820_78995950_minus	0.0
1100	eRNA_chr17_21249740_21251320_minus	0.0
1099	eRNA_chr2_174523480_174524050_minus	0.0
1098	eRNA_chr4_40765270_40772190_plus	0.0
1097	eRNA_chr20_49295160_49296920_plus	0.0
1096	eRNA_chr10_104321100_104321240_minus	0.0
1095	eRNA_chr21_37822460_37829140_plus	0.0
1093	eRNA_chrX_17689530_17691110_plus	0.0
1129	eRNA_chr11_129824460_129826250_plus	0.0
1092	eRNA_chr22_21831240_21831770_plus	0.0
1091	eRNA_chr19_50023390_50023800_minus	0.0
1090	eRNA_chr4_83552520_83553000_plus	0.0
1089	eRNA_chr11_121696210_121698340_plus	0.0
1088	eRNA_chr5_140216220_140221140_plus	0.0
1086	eRNA_chr10_132625930_132628850_plus	0.0
1085	eRNA_chr10_45472340_45475290_plus	0.0
1084	eRNA_chr15_79963530_79964660_minus	0.0
1083	eRNA_chr17_3911050_3911510_minus	0.0
1105	eRNA_chr5_10452740_10455140_plus	0.0
1106	eRNA_chr12_7917220_7917660_minus	0.0
1107	eRNA_chr16_3821940_3822230_minus	0.0
1108	eRNA_chr12_122863670_122863780_minus	0.0
1128	eRNA_chr5_140181950_140184040_plus	0.0
1127	eRNA_chr15_79903120_79903460_minus	0.0
1126	eRNA_chr7_5354550_5355080_minus	0.0
1125	eRNA_chr17_14333410_14333850_plus	0.0
1124	eRNA_chr21_42302620_42304300_plus	0.0
1123	eRNA_chr14_68914090_68914230_minus	0.0
1122	eRNA_chr19_50004830_50005040_minus	0.0
1121	eRNA_chr20_1855450_1857340_minus	0.0
1120	eRNA_chr3_39149580_39149980_minus	0.0
1119	eRNA_chr20_47750300_47751010_minus	0.0
1118	eRNA_chr2_174524230_174525920_minus	0.0
1117	eRNA_chr2_70500130_70501080_minus	0.0
1115	eRNA_chr14_68929390_68930160_minus	0.0
1114	eRNA_chr14_68913200_68913730_minus	0.0
1113	eRNA_chr4_83558340_83559070_plus	0.0
1112	eRNA_chr20_1852720_1854010_minus	0.0
1111	eRNA_chr16_66204910_66205190_minus	0.0
1110	eRNA_chr10_97323080_97323810_minus	0.0
1109	eRNA_chr5_140213480_140215520_plus	0.0
1150	eRNA_chr1_234964860_234965690_minus	0.0
0	DEG_ENSG00000205537.2	0.0
1151	eRNA_chr18_77000510_77001090_minus	0.0
1219	eRNA_chr11_2820130_2825510_plus	0.0
1230	eRNA_chrX_120452800_120454340_minus	0.0
1229	eRNA_chr17_44113310_44114070_minus	0.0
1227	eRNA_chr4_139033580_139037400_minus	0.0
1226	eRNA_chr10_79189340_79196080_plus	0.0
1225	eRNA_chr2_201034280_201042450_minus	0.0
1224	eRNA_chr20_20608110_20608230_minus	0.0
1223	eRNA_chr7_130985380_130985670_minus	0.0
1222	eRNA_chr12_98641690_98642000_minus	0.0
1221	eRNA_chr8_89888970_89889250_minus	0.0
1220	eRNA_chr11_59756210_59769850_plus	0.0
1218	eRNA_chr17_68437040_68437890_plus	0.0
1232	eRNA_chr12_49200000_49205000_plus	0.0
1217	eRNA_chr1_12145230_12150180_plus	0.0
1215	eRNA_chr1_27258570_27259110_plus	0.0
1213	eRNA_chr20_20441140_20441380_minus	0.0
1212	eRNA_chr22_21748360_21748840_minus	0.0
1211	eRNA_chr11_10284150_10284360_minus	0.0
1210	eRNA_chr5_180046920_180047050_minus	0.0
1209	eRNA_chr15_42488160_42488880_minus	0.0
1207	eRNA_chr14_91207080_91208290_plus	0.0
1206	eRNA_chr11_72746470_72746840_minus	0.0
1205	eRNA_chr1_51664270_51664510_plus	0.0
1231	eRNA_chr8_61696460_61697370_minus	0.0
1233	eRNA_chr6_35852010_35853230_minus	0.0
1203	eRNA_chr6_110713740_110715190_minus	0.0
1246	eRNA_chr6_17891840_17892300_minus	0.0
1256	eRNA_chr14_92691950_92696970_plus	0.0
1255	eRNA_chr11_116929520_116929640_minus	0.0
1254	eRNA_chr22_35315170_35316630_plus	0.0
1253	eRNA_chr1_116562330_116563030_minus	0.0
1252	eRNA_chr13_45184830_45185310_plus	0.0
1251	eRNA_chr1_33340930_33346150_minus	0.0
1250	eRNA_chr17_82987470_82989020_minus	0.0
1249	eRNA_chr16_3852610_3853190_minus	0.0
1248	eRNA_chr6_110819340_110819980_plus	0.0
1247	eRNA_chr19_16363170_16367090_minus	0.0
1245	eRNA_chr1_231404040_231408070_minus	0.0
1234	eRNA_chr8_140545430_140546260_minus	0.0
1244	eRNA_chr4_159307570_159310360_plus	0.0
1243	eRNA_chr8_141222370_141227140_minus	0.0
1242	eRNA_chr9_112446110_112448260_plus	0.0
1241	eRNA_chr11_12174260_12178670_plus	0.0
1240	eRNA_chr4_184357830_184359140_minus	0.0
1239	eRNA_chr17_64830410_64830840_minus	0.0
1238	eRNA_chr4_83545800_83547140_plus	0.0
1237	eRNA_chr20_20690640_20691100_minus	0.0
1236	eRNA_chr1_59569550_59571650_plus	0.0
1235	eRNA_chr14_73369850_73370170_minus	0.0
1204	eRNA_chr20_47695190_47696340_minus	0.0
1202	eRNA_chr6_136716170_136716330_minus	0.0
1152	eRNA_chr3_48515450_48515720_minus	0.0
1081	eRNA_chr10_6281350_6284510_plus	0.0
1174	eRNA_chr6_134217410_134217980_minus	0.0
1173	eRNA_chr5_91182130_91183540_minus	0.0
1171	eRNA_chr20_47748670_47749030_minus	0.0
1170	eRNA_chr11_9161960_9162110_minus	0.0
1169	eRNA_chr10_30853410_30853690_minus	0.0
1168	eRNA_chr2_40437200_40437590_minus	0.0
1167	eRNA_chr15_63944580_63945340_minus	0.0
1166	eRNA_chr8_19415340_19415560_minus	0.0
1165	eRNA_chr8_61708710_61708830_minus	0.0
1164	eRNA_chr14_94412960_94423230_plus	0.0
1163	eRNA_chr10_73850730_73851180_minus	0.0
1176	eRNA_chr10_48799320_48799960_plus	0.0
1162	eRNA_chr11_118244930_118248200_minus	0.0
1161	eRNA_chr2_70509170_70510080_minus	0.0
1160	eRNA_chr8_19414820_19415210_minus	0.0
1159	eRNA_chr14_73328610_73331380_minus	0.0
1158	eRNA_chr1_161009070_161009200_minus	0.0
1157	eRNA_chr5_89447000_89448430_plus	0.0
1156	eRNA_chr6_31396180_31396300_minus	0.0
1155	eRNA_chr16_66199170_66200310_minus	0.0
1154	eRNA_chr11_72745840_72746360_minus	0.0
1153	eRNA_chr15_101185320_101185500_minus	0.0
1175	eRNA_chr1_21330380_21331170_minus	0.0
1177	eRNA_chr8_28760400_28760860_plus	0.0
1201	eRNA_chr7_98199180_98199850_plus	0.0
1190	eRNA_chr5_91177110_91178380_minus	0.0
1200	eRNA_chr20_32471530_32472220_minus	0.0
1199	eRNA_chr6_30809390_30809920_minus	0.0
1198	eRNA_chr4_37620360_37620500_minus	0.0
1197	eRNA_chr17_45426450_45427090_minus	0.0
1196	eRNA_chr19_56112210_56112760_minus	0.0
1195	eRNA_chr22_21823450_21825280_plus	0.0
1194	eRNA_chr1_21315880_21316270_minus	0.0
1193	eRNA_chr22_42898390_42898880_minus	0.0
1192	eRNA_chr11_72744260_72744590_minus	0.0
1191	eRNA_chr11_126418170_126419370_plus	0.0
1189	eRNA_chr1_21341730_21343530_minus	0.0
1178	eRNA_chrX_17712860_17714440_plus	0.0
1188	eRNA_chr2_70501230_70502210_minus	0.0
1187	eRNA_chr14_75460320_75460730_plus	0.0
1186	eRNA_chr7_42906090_42906310_minus	0.0
1185	eRNA_chr7_127983330_127986100_minus	0.0
1184	eRNA_chr20_60110790_60111780_plus	0.0
1183	eRNA_chr14_73326300_73327020_minus	0.0
1182	eRNA_chr1_21313000_21315320_minus	0.0
1181	eRNA_chr20_47748220_47748540_minus	0.0
1180	eRNA_chr20_60289270_60300930_plus	0.0
1179	eRNA_chr11_72742720_72743340_minus	0.0
1082	eRNA_chr19_14635730_14635980_minus	0.0
1061	eRNA_chr14_64761230_64761800_plus	0.0
1080	eRNA_chr5_100800610_100801390_minus	0.0
934	eRNA_chr7_66255060_66255650_plus	0.0
944	eRNA_chr12_64737620_64737740_plus	0.0
943	eRNA_chr5_173778830_173779360_plus	0.0
942	eRNA_chr16_11416950_11417060_minus	0.0
941	eRNA_chr20_47763750_47764130_minus	0.0
940	eRNA_chr12_31956900_31957570_minus	0.0
939	eRNA_chr10_6409320_6410180_plus	0.0
938	eRNA_chr20_48760640_48761070_plus	0.0
937	eRNA_chr5_10503360_10503620_plus	0.0
936	eRNA_chr20_48776850_48778180_plus	0.0
935	eRNA_chr6_28253840_28255190_plus	0.0
933	eRNA_chr2_96554940_96555150_plus	0.0
920	eRNA_chr12_10244200_10244340_plus	0.0
932	eRNA_chr11_126401880_126402240_plus	0.0
931	eRNA_chr12_10235240_10235890_plus	0.0
930	eRNA_chr1_220788320_220788480_plus	0.0
929	eRNA_chr11_2836030_2836530_plus	0.0
928	eRNA_chr22_21829620_21829800_plus	0.0
927	eRNA_chr18_79693270_79693450_plus	0.0
926	eRNA_chr3_46089640_46089850_minus	0.0
924	eRNA_chr9_77960260_77960690_plus	0.0
923	eRNA_chr12_89441060_89441800_plus	0.0
922	eRNA_chr10_6408820_6409170_plus	0.0
945	eRNA_chr14_64760860_64761030_plus	0.0
946	eRNA_chr22_29077650_29078480_plus	0.0
947	eRNA_chr10_71726730_71726840_minus	0.0
948	eRNA_chr14_77039180_77040140_minus	0.0
969	eRNA_chr16_66224120_66224250_minus	0.0
968	eRNA_chr2_109480910_109481150_plus	0.0
967	eRNA_chr6_41224810_41225050_minus	0.0
966	eRNA_chr11_2560810_2560970_plus	0.0
965	eRNA_chr12_68787830_68788020_plus	0.0
964	eRNA_chr19_13847420_13847950_plus	0.0
963	eRNA_chr17_3911640_3911850_minus	0.0
962	eRNA_chr10_6407360_6407830_plus	0.0
961	eRNA_chr5_89437180_89439080_plus	0.0
960	eRNA_chr20_1854360_1854750_minus	0.0
959	eRNA_chr1_12154960_12155850_plus	0.0
958	eRNA_chr22_42421100_42422310_minus	0.0
957	eRNA_chr7_102890020_102891830_minus	0.0
956	eRNA_chr7_66256320_66257060_plus	0.0
955	eRNA_chr12_10245850_10245980_plus	0.0
954	eRNA_chr5_10446210_10446340_plus	0.0
953	eRNA_chr7_66294880_66298170_plus	0.0
952	eRNA_chr2_37347370_37352090_plus	0.0
951	eRNA_chr5_89441030_89441220_plus	0.0
950	eRNA_chr10_6269360_6269980_plus	0.0
949	eRNA_chr14_68932350_68932610_minus	0.0
921	eRNA_chr1_21317790_21317900_minus	0.0
919	eRNA_chr2_109213830_109213950_plus	0.0
971	eRNA_chr5_140274570_140276610_plus	0.0
880	eRNA_chr10_6408310_6408670_plus	0.0
890	eRNA_chr20_23061640_23061870_minus	0.0
889	eRNA_chr1_12157690_12158270_plus	0.0
888	eRNA_chr6_26174450_26174570_minus	0.0
887	eRNA_chr18_76571910_76572040_plus	0.0
886	eRNA_chr10_3470960_3471190_plus	0.0
885	eRNA_chr3_43749760_43760770_plus	0.0
884	eRNA_chr14_77037760_77038300_minus	0.0
883	eRNA_chr9_77956920_77957180_plus	0.0
882	eRNA_chr16_66591170_66591300_plus	0.0
881	eRNA_chr5_126845460_126845720_plus	0.0
879	eRNA_chr7_66314050_66314580_plus	0.0
918	eRNA_chr2_109212900_109213180_plus	0.0
878	eRNA_chr10_119360120_119360290_plus	0.0
877	eRNA_chr13_109258710_109259540_minus	0.0
876	eRNA_chr1_192908170_192908280_plus	0.0
875	eRNA_chr5_10486550_10486710_plus	0.0
874	eRNA_chr5_150502330_150502460_plus	0.0
873	DEG_ENSG00000136999.4	0.0
872	DEG_ENSG00000116120.9	0.0
871	DEG_ENSG00000141086.17	0.0
870	DEG_ENSG00000260078.3	0.0
869	DEG_ENSG00000175567.8	0.0
891	eRNA_chr20_47728850_47729960_plus	0.0
892	eRNA_chr7_102898660_102898790_minus	0.0
893	eRNA_chr17_47705670_47706530_plus	0.0
894	eRNA_chr15_84814680_84814810_plus	0.0
917	eRNA_chr20_56463320_56463480_plus	0.0
916	eRNA_chr15_58505500_58505730_minus	0.0
914	eRNA_chr9_77951640_77952200_plus	0.0
913	eRNA_chr22_36873410_36873570_plus	0.0
912	eRNA_chr7_106395460_106407690_plus	0.0
911	eRNA_chr11_2836870_2838720_plus	0.0
910	eRNA_chr20_60055000_60055200_plus	0.0
909	eRNA_chr5_89432550_89433770_plus	0.0
908	eRNA_chr1_33339140_33339500_plus	0.0
907	eRNA_chr2_101965910_101975320_plus	0.0
906	eRNA_chr1_12158430_12158790_plus	0.0
905	eRNA_chr6_108715700_108716080_plus	0.0
904	eRNA_chr2_63256780_63258510_plus	0.0
903	eRNA_chr9_89383400_89383530_plus	0.0
902	eRNA_chr1_153386790_153387090_plus	0.0
901	eRNA_chr20_47728540_47728740_plus	0.0
900	eRNA_chr2_218370750_218371550_plus	0.0
899	eRNA_chr10_6471460_6472000_plus	0.0
898	eRNA_chr1_17312490_17313150_plus	0.0
896	eRNA_chr14_77038490_77038620_minus	0.0
895	eRNA_chr19_6062830_6062950_minus	0.0
970	eRNA_chrX_30593610_30593730_minus	0.0
972	eRNA_chr5_142798370_142798480_minus	0.0
1078	eRNA_chr19_18488580_18490710_minus	0.0
1041	eRNA_chr4_83549030_83549390_plus	0.0
1051	eRNA_chr15_63918370_63918610_minus	0.0
1050	eRNA_chr10_6247940_6258940_plus	0.0
1049	eRNA_chr5_140184150_140186640_plus	0.0
1048	eRNA_chr19_3165620_3166750_plus	0.0
1047	eRNA_chr14_75284260_75285490_plus	0.0
1046	eRNA_chr1_10385720_10385940_plus	0.0
1045	eRNA_chr16_66222400_66223260_minus	0.0
1044	eRNA_chr3_71759450_71759720_minus	0.0
1043	eRNA_chr20_713430_716990_plus	0.0
1042	eRNA_chr5_140250960_140254430_plus	0.0
1040	eRNA_chr20_1800130_1800390_minus	0.0
1028	eRNA_chr16_84598900_84600460_plus	0.0
1039	eRNA_chr1_59550240_59550630_plus	0.0
1038	eRNA_chr14_50939420_50939750_minus	0.0
1037	eRNA_chr5_140284740_140285230_plus	0.0
1036	eRNA_chr5_160296290_160297650_minus	0.0
1035	eRNA_chr17_76252480_76253230_plus	0.0
1034	eRNA_chr10_6265460_6267680_plus	0.0
1033	eRNA_chr21_37829250_37833740_plus	0.0
1032	eRNA_chr2_109215670_109216490_plus	0.0
1031	eRNA_chr6_30497480_30497870_plus	0.0
1030	eRNA_chr5_140222320_140224250_plus	0.0
1052	eRNA_chr1_21340880_21341570_minus	0.0
1053	eRNA_chr19_51158910_51159180_plus	0.0
1054	eRNA_chr15_69749690_69750690_minus	0.0
1055	eRNA_chr16_66225130_66225620_minus	0.0
1077	eRNA_chr12_98637970_98638140_minus	0.0
1075	eRNA_chr15_101185610_101185900_minus	0.0
1074	eRNA_chr11_2826640_2829460_plus	0.0
1073	eRNA_chr2_71471140_71477980_plus	0.0
1072	eRNA_chr4_139031400_139031570_minus	0.0
1071	eRNA_chr20_48749880_48750200_minus	0.0
1070	eRNA_chr3_155185750_155191590_plus	0.0
1069	eRNA_chr11_188460_189350_minus	0.0
1068	eRNA_chr15_69757870_69763640_plus	0.0
1067	eRNA_chr1_51665650_51665890_plus	0.0
1066	eRNA_chr1_33346490_33347170_minus	0.0
1065	eRNA_chr5_160272510_160272740_minus	0.0
1064	eRNA_chr5_89441390_89441850_plus	0.0
1063	eRNA_chr2_191739600_191740450_plus	0.0
1062	eRNA_chr4_184792060_184793540_minus	0.0
1258	eRNA_chr11_78256430_78257040_minus	0.0
1060	eRNA_chr19_38698150_38699000_plus	0.0
1059	eRNA_chr19_904200_904400_minus	0.0
1058	eRNA_chr16_11613470_11613780_minus	0.0
1057	eRNA_chr7_23600510_23600650_plus	0.0
1056	eRNA_chr20_1858280_1861550_minus	0.0
1029	eRNA_chr12_10242100_10243130_plus	0.0
1027	eRNA_chr15_69763780_69764340_plus	0.0
973	eRNA_chr18_77001250_77001370_minus	0.0
989	eRNA_chr9_91415450_91415620_minus	0.0
999	eRNA_chr2_70043780_70044300_plus	0.0
998	eRNA_chr5_89436040_89436920_plus	0.0
997	eRNA_chr1_21317450_21317640_minus	0.0
996	eRNA_chr3_52226670_52226780_minus	0.0
995	eRNA_chr17_41498540_41499290_plus	0.0
994	eRNA_chr10_6316950_6319620_plus	0.0
993	eRNA_chr1_248806950_248807420_plus	0.0
992	eRNA_chr10_6410550_6411800_plus	0.0
991	eRNA_chr22_21830090_21830220_plus	0.0
990	eRNA_chrX_17549620_17550620_plus	0.0
986	eRNA_chr1_21337730_21337840_minus	0.0
1026	eRNA_chr22_42425040_42428280_minus	0.0
984	eRNA_chr5_140272680_140273080_plus	0.0
983	eRNA_chr7_131121800_131122290_plus	0.0
982	eRNA_chr12_10228410_10229760_plus	0.0
981	eRNA_chr14_68915330_68915540_minus	0.0
980	eRNA_chr19_5154300_5155690_plus	0.0
979	eRNA_chr5_150514690_150515940_plus	0.0
978	eRNA_chr10_6204630_6206400_plus	0.0
977	eRNA_chr2_112680690_112681800_plus	0.0
976	eRNA_chr20_665590_672580_plus	0.0
974	eRNA_chr10_6274490_6275990_plus	0.0
1000	eRNA_chr10_6289390_6292200_plus	0.0
1001	eRNA_chr16_84598300_84598780_plus	0.0
1002	eRNA_chr20_47727890_47728420_plus	0.0
1003	eRNA_chr12_31950400_31950940_minus	0.0
1025	eRNA_chr4_184750860_184752860_minus	0.0
1024	eRNA_chr10_104349680_104350020_plus	0.0
1023	eRNA_chr16_66207010_66207400_minus	0.0
1022	eRNA_chr11_126419590_126420640_plus	0.0
1021	eRNA_chr20_1857520_1858170_minus	0.0
1020	eRNA_chr20_1819870_1820490_minus	0.0
1019	eRNA_chr15_69723160_69724490_plus	0.0
1018	eRNA_chr6_11358660_11359360_plus	0.0
1017	eRNA_chr7_102872940_102873990_minus	0.0
1016	eRNA_chr1_248805280_248806370_plus	0.0
1015	eRNA_chr12_47889300_47889590_plus	0.0
1014	eRNA_chr10_6388090_6402160_plus	0.0
1013	eRNA_chr22_42418830_42420170_minus	0.0
1011	eRNA_chr11_74450650_74450850_minus	0.0
1010	eRNA_chr11_72741170_72741280_minus	0.0
1009	eRNA_chr10_6375660_6387680_plus	0.0
1008	eRNA_chr15_69725490_69725770_plus	0.0
1007	eRNA_chr10_97517030_97517490_plus	0.0
1006	eRNA_chr7_112448100_112449200_plus	0.0
1005	eRNA_chr20_47739180_47739380_minus	0.0
1004	eRNA_chr11_46127130_46127610_plus	0.0
1257	eRNA_chr22_42895480_42897260_minus	0.0
1277	eRNA_chr14_68918950_68920460_minus	0.0
1259	eRNA_chr3_32478020_32478640_minus	0.0
1547	eRNA_chr8_120748380_120748530_minus	0.0
1557	eRNA_chr8_120793220_120793710_minus	0.0
1556	eRNA_chr1_28415180_28415810_plus	0.0
1555	eRNA_chr2_106127720_106127850_minus	0.0
1554	eRNA_chr4_163540950_163542480_minus	0.0
1553	eRNA_chr4_113680360_113680520_minus	0.0
1552	eRNA_chr13_73712970_73713100_minus	0.0
1551	eRNA_chr12_120008780_120013460_plus	0.0
1550	eRNA_chr2_181310830_181315100_plus	0.0
1549	eRNA_chr16_27419910_27421550_plus	0.0
1548	eRNA_chr2_181373500_181374550_plus	0.0
1546	eRNA_chr4_53039680_53039940_minus	0.0
1559	eRNA_chr22_41862030_41863580_plus	0.0
1544	eRNA_chr21_14995320_14995460_minus	0.0
1543	eRNA_chrX_79254340_79265970_plus	0.0
1542	eRNA_chr13_73950440_73950640_minus	0.0
1541	eRNA_chr1_243725160_243725510_minus	0.0
1539	eRNA_chr10_7232940_7233080_minus	0.0
1538	eRNA_chr4_38512550_38515410_plus	0.0
1537	eRNA_chr6_143690280_143691400_plus	0.0
1535	eRNA_chr7_92815530_92816170_minus	0.0
1534	eRNA_chr3_23385660_23388230_plus	0.0
1533	eRNA_chr20_38985680_38986110_plus	0.0
1558	eRNA_chr7_92697930_92698170_minus	0.0
1560	eRNA_chr21_15006210_15006560_minus	0.0
1531	eRNA_chr17_80738940_80739690_plus	0.0
1574	eRNA_chr3_23319510_23322900_plus	0.0
1584	eRNA_chr17_14149690_14150250_plus	0.0
1583	eRNA_chr13_74017780_74017980_minus	0.0
1582	eRNA_chr6_127859570_127860660_minus	0.0
1581	eRNA_chr4_73274370_73275910_plus	0.0
1580	eRNA_chr16_78796640_78804600_plus	0.0
1579	eRNA_chr7_92812250_92812810_minus	0.0
1578	eRNA_chr2_181347870_181350570_plus	0.0
1577	eRNA_chr3_23376050_23379200_plus	0.0
1576	eRNA_chr7_92809310_92809500_minus	0.0
1575	eRNA_chr9_3607710_3610130_plus	0.0
1572	eRNA_chr7_92720080_92720820_minus	0.0
1561	eRNA_chr6_127736340_127739460_minus	0.0
1571	eRNA_chr18_63140020_63140330_minus	0.0
1570	eRNA_chr6_127739680_127741000_minus	0.0
1569	eRNA_chr2_231059280_231059750_plus	0.0
1568	eRNA_chr3_23328550_23330860_plus	0.0
1567	eRNA_chr7_18404650_18406060_plus	0.0
1566	eRNA_chr18_63176930_63188600_minus	0.0
1565	eRNA_chr7_92698320_92698520_minus	0.0
1564	eRNA_chr7_92698670_92698800_minus	0.0
1563	eRNA_chr16_78841570_78847320_plus	0.0
1562	eRNA_chr3_99818570_99819680_plus	0.0
1532	eRNA_chr4_25752920_25753640_minus	0.0
1530	eRNA_chr3_23391110_23395960_plus	0.0
1478	eRNA_chr14_91761410_91777060_minus	0.0
1492	eRNA_chr2_224951400_224952490_minus	0.0
1502	eRNA_chr14_68179760_68183330_plus	0.0
1501	eRNA_chr3_99899560_99902020_plus	0.0
1500	eRNA_chr3_99893910_99896720_plus	0.0
1499	eRNA_chr3_99877660_99880510_plus	0.0
1498	eRNA_chr4_148327390_148328100_minus	0.0
1497	eRNA_chr9_20538040_20542030_minus	0.0
1496	eRNA_chr2_181183030_181187710_plus	0.0
1495	eRNA_chr5_37660320_37663110_plus	0.0
1494	eRNA_chr7_43697530_43698080_minus	0.0
1493	eRNA_chr3_158724010_158724630_plus	0.0
1491	eRNA_chr17_80913650_80917120_plus	0.0
