"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0005085" "GO:0005085" "guanyl-nucleotide exchange factor activity" "66/3421" "214/17697" 3.49960934147475e-05 0.00363959371513374 0.00323839448153693 "SH3BP5L/LAMTOR4/FNIP1/CYTH4/PLEKHG3/RABIF/RGL4/RGL2/TAGAP/VAV1/CYTH2/RAPGEF2/ARHGEF40/LAMTOR1/RIC8A/PREX1/SOS2/RCBTB2/DENND5A/FGD4/PSD4/ARF4/RPGR/DOCK9/LAMTOR2/LAMTOR3/DOCK5/TRAPPC3/RASGRP4/SEC61B/ITSN2/RASGRP1/C9orf72/SH2D3C/SERGEF/VAV3/MCF2L2/ARHGEF7/RABGEF1/ARHGEF5/DOCK7/TIAM1/LAMTOR5/TRAPPC4/DOCK10/TRIO/RALGDS/RGL1/ARHGEF10/HERC2/PLEKHG1/FGD3/ARHGEF2/DENND3/HPS4/DENND5B/ARFGEF2/RAP1A/TRAPPC1/MYCBP2/RINL/DOCK3/ARHGEF38/ARHGEF11/ARHGEF3/IQSEC1" 66
"GO:0005543" "GO:0005543" "phospholipid binding" "116/3421" "427/17697" 4.26069754956176e-05 0.00374803064536356 0.00333487820580287 "SDCBP/SNX11/ABCG1/RAB35/CD300A/PACSIN2/NCF4/PTAFR/SNX10/BIN2/SH3PXD2A/OSBPL2/CHMP2A/MME/SYTL3/CHMP3/MPPE1/ABCA1/AKT1/KCNJ2/SNX18/GAS6/NCF1/SAP30L/TWF2/ZFYVE16/RAPGEF2/GLE1/ACAP2/PLEKHB2/FES/FCHO1/PREX1/ING2/PICALM/GAB2/ARHGAP9/CPNE1/SYT15/DAPP1/GLTP/PSD4/PITPNA/OSBPL1A/ARFIP1/BAD/MAP1LC3A/CD300LF/SNX6/OSBPL8/ANXA3/ZCCHC14/PCYT1A/RUBCNL/PFN1/RNF34/KIF16B/DGKA/NSFL1C/CPNE5/IQGAP1/ZFYVE28/GOLPH3/SNX16/GSDMB/PLEKHF2/RASGRP1/AMER1/WDFY1/PLA2G4A/ANXA5/ITPR1/PLEKHA5/OSBPL10/GRK5/ARHGAP35/PASK/WDFY3/CAVIN2/FCHO2/GSDMD/RASA4B/SNX13/PHF12/EXOC1/ESYT2/PXK/PIK3C2B/MREG/ARAP1/MFGE8/PLEKHA1/ARHGAP26/PLEK/PITPNB/TULP3/NUP35/BAIAP3/DYSF/SPTBN1/CPTP/HS1BP3/PIGU/SNX25/IQGAP2/PSAP/OGT/HIP1R/ANXA7/ARAP3/SNX29/AIDA/BTK/ARHGAP32/LDLRAP1/ATP8B1" 116
"GO:0046961" "GO:0046961" "proton-transporting ATPase activity, rotational mechanism" "13/3421" "22/17697" 4.39745242997809e-05 0.00374803064536356 0.00333487820580287 "ATP6V0B/ATP6V0E1/ATP6V0D1/ATP6V1B2/ATP6V1E1/ATP6V1A/ATP6V0A1/ATP6V1C1/TCIRG1/ATP6AP1/ATP6V1D/ATP6AP1L/ATP6V1F" 13
"GO:0019903" "GO:0019903" "protein phosphatase binding" "47/3421" "140/17697" 4.58675078978058e-05 0.00374803064536356 0.00333487820580287 "BOD1L1/GRB2/VRK3/PPP1R15A/AKT1/CDKN1B/PPP1R11/HMGCR/MAP3K5/MVP/SIRPA/IRS2/MAPK14/SKAP1/STAT6/STAT3/FCRL3/SHOC2/SPHK1/PPP1CA/BAD/TCTEX1D4/EIF4EBP1/STYXL1/TBK1/TRAF3/CADM4/JAK1/IQGAP1/BCL2/PPME1/PIK3R2/IGBP1/PPP3CB/CDC5L/STRN4/MFHAS1/VCP/SMG5/MTMR3/RPA2/GTF2F1/AKAP11/LILRB2/PXN/AP3B1/ANAPC4" 47
"GO:0017048" "GO:0017048" "Rho GTPase binding" "55/3421" "177/17697" 0.000121025089470086 0.00923018015691853 0.00821272010649634 "CDC42SE1/NCF2/ARHGDIB/PLEKHG3/RGL2/ABI2/VAV1/ARHGEF40/PREX1/SOS2/DAPK3/DAAM1/ROCK1/FGD4/LRRK2/CDC42EP2/PAK1/CDC42EP3/MAP3K11/PFN1/PKN2/WAS/IQGAP1/HACE1/TRIOBP/ITSN2/FMNL3/FMNL2/VAV3/MCF2L2/PARD6A/ARHGEF7/WHAMM/ARHGEF5/DOCK7/TIAM1/TRIO/EXOC1/ARHGEF10/CDC42BPB/PLEKHG1/OCRL/FGD3/ARHGEF2/CORO1C/KCTD10/ATP7A/IQGAP2/ARHGAP17/DOCK3/ARHGEF38/TNFAIP1/ARHGEF11/ARHGEF3/CDC42EP4" 55
"GO:0017016" "GO:0017016" "Ras GTPase binding" "114/3421" "429/17697" 0.000132345253181128 0.00946268560245065 0.00841959604119413 "SH3BP5L/CDC42SE1/NCF2/ARHGDIB/RNF41/YIPF1/EXOC8/RAB11FIP1/SYTL3/RAC1/IPO9/XPO5/PLEKHG3/NUP50/RASSF5/RGL2/XPO6/TBC1D14/ABI2/BICD2/VAV1/RAPGEF2/ACAP2/ARHGEF40/MICAL3/PREX1/PICALM/SOS2/RCBTB2/STK19/DAPK3/DENND5A/DAAM1/ROCK1/STXBP5/FGD4/RAB8A/LRRK2/CDC42EP2/ERC1/PAK1/BICDL1/ATP6AP1/CDC42EP3/MAP3K11/PFN1/GDI1/KIF16B/BICD1/PKN2/TMEM127/WAS/IQGAP1/HACE1/TRIOBP/UNC13D/KPNB1/HPS6/TRAPPC3/RASGRP4/TBC1D30/ITSN2/RASGRP1/C9orf72/FMNL3/RAB11FIP4/FMNL2/SERGEF/EHD1/VAV3/MCF2L2/PARD6A/ARHGEF7/RABGEF1/WHAMM/TBC1D10C/ARHGEF5/DOCK7/TIAM1/TRAPPC4/RUNDC1/TRIO/EXOC1/RGL1/ARHGEF10/CDC42BPB/CLEC16A/PLEKHG1/OCRL/FGD3/ARHGEF2/DENND3/HPS4/DENND5B/ULK1/CORO1C/RAP1A/KCTD10/XPO7/GOLGA5/ATP7A/TRAPPC1/IQGAP2/MYCBP2/ARHGAP17/DOCK3/TNPO1/NDRG1/ARHGEF38/TNFAIP1/RABGAP1/ARHGEF11/ARHGEF3/CDC42EP4" 114
"GO:0031267" "GO:0031267" "small GTPase binding" "117/3421" "443/17697" 0.000142656540440331 0.00959994601551403 0.00854172598178328 "SH3BP5L/CDC42SE1/NCF2/ARHGDIB/RNF41/YIPF1/EXOC8/RAB11FIP1/SYTL3/RAC1/IPO9/ABCA1/XPO5/PLEKHG3/NUP50/RASSF5/RGL2/XPO6/TBC1D14/ABI2/RILPL2/BICD2/VAV1/RAPGEF2/ACAP2/ARHGEF40/MICAL3/PREX1/PICALM/SOS2/RCBTB2/STK19/DAPK3/DENND5A/DAAM1/SORL1/ROCK1/STXBP5/FGD4/RAB8A/LRRK2/CDC42EP2/ERC1/PAK1/BICDL1/ATP6AP1/CDC42EP3/MAP3K11/PFN1/GDI1/KIF16B/BICD1/PKN2/TMEM127/WAS/IQGAP1/HACE1/TRIOBP/UNC13D/KPNB1/HPS6/TRAPPC3/RASGRP4/TBC1D30/ITSN2/RASGRP1/C9orf72/FMNL3/RAB11FIP4/FMNL2/SERGEF/EHD1/VAV3/MCF2L2/PARD6A/ARHGEF7/RABGEF1/WHAMM/TBC1D10C/ARHGEF5/DOCK7/TIAM1/TRAPPC4/RUNDC1/TRIO/EXOC1/RGL1/ARHGEF10/CDC42BPB/CLEC16A/PLEKHG1/OCRL/FGD3/ARHGEF2/DENND3/HPS4/DENND5B/ULK1/CORO1C/RAP1A/KCTD10/XPO7/GOLGA5/ATP7A/TRAPPC1/IQGAP2/MYCBP2/ARHGAP17/DOCK3/TNPO1/NDRG1/ARHGEF38/TNFAIP1/RABGAP1/ARHGEF11/ARHGEF3/CDC42EP4" 117
"GO:0140030" "GO:0140030" "modification-dependent protein binding" "46/3421" "144/17697" 0.000207609525553523 0.0131947387351794 0.0117402579655121 "RNF169/CDYL2/ANKRD13A/ING1/MINDY1/KAT8/ZFAND2B/ANKRD13D/USP15/KMT2A/SQSTM1/ING2/CBX4/UIMC1/NCAPD3/ING4/LYN/RAD23B/RBBP5/GLYR1/CBX8/TNIP2/SPRTN/UBXN1/DPF2/ING3/TAF7/KDM5A/RNF168/ZFAND6/PTPN6/ZRANB3/TRIM24/RAD18/PHF13/UBQLN4/L3MBTL1/VCP/KDM7A/IKBKG/CBX5/BRD9/SPIN2A/PHIP/AGL/PHF19" 46
"GO:0005484" "GO:0005484" "SNAP receptor activity" "15/3421" "31/17697" 0.000244040006061516 0.0146937772070723 0.0130740546183649 "STX10/SNAP23/STX3/YKT6/STX5/STX6/STX12/GOSR1/SNAP29/STX4/STX11/GOSR2/SEC22B/STX2/STX7" 15
"GO:0016667" "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" "23/3421" "58/17697" 0.000270214659926713 0.0147021211274823 0.0130814787727966 "MSRB1/TXNDC12/MSRB2/TXNRD1/PGK1/SQOR/TXN/PRDX3/GLRX3/GSR/IFI30/ERO1A/GLRX/GSTO1/P4HB/SELENOT/QSOX2/QSOX1/SESN2/SCO2/TXNDC17/CHCHD4/MSRB3" 23
"GO:0035091" "GO:0035091" "phosphatidylinositol binding" "70/3421" "245/17697" 0.000282221202106432 0.0147021211274823 0.0130814787727966 "SDCBP/SNX11/RAB35/NCF4/SNX10/SH3PXD2A/OSBPL2/MPPE1/AKT1/KCNJ2/SNX18/NCF1/SAP30L/TWF2/ZFYVE16/ACAP2/PLEKHB2/FES/ING2/PICALM/GAB2/ARHGAP9/DAPP1/PITPNA/ARFIP1/SNX6/OSBPL8/ZCCHC14/RUBCNL/PFN1/RNF34/KIF16B/IQGAP1/ZFYVE28/GOLPH3/SNX16/GSDMB/PLEKHF2/AMER1/WDFY1/ITPR1/PLEKHA5/PASK/WDFY3/FCHO2/GSDMD/SNX13/PHF12/EXOC1/ESYT2/PXK/PIK3C2B/MREG/ARAP1/PLEKHA1/PLEK/PITPNB/TULP3/HS1BP3/PIGU/SNX25/IQGAP2/OGT/HIP1R/ARAP3/SNX29/AIDA/BTK/ARHGAP32/LDLRAP1" 70
"GO:0045296" "GO:0045296" "cadherin binding" "90/3421" "331/17697" 0.000282733098605429 0.0147021211274823 0.0130814787727966 "PACSIN2/VASP/CLIC1/S100A11/IST1/PSEN1/PLIN3/SH3GLB1/CDHR3/RAB1A/CD46/SCYL1/MRTFB/ACVR1/TWF2/YKT6/MPRIP/DBNL/STX5/TAGLN2/ALDOA/EFHD2/DDX3X/HSPA1A/LYPLA2/PICALM/MAPRE1/CDK5R1/HNRNPK/YWHAZ/ANK3/PPP1CA/VAPA/ABI1/ERC1/SLK/CHMP2B/ATIC/DOCK9/CAPZA1/PFN1/PKN2/RAB10/IQGAP1/LASP1/PCMT1/PPME1/UBFD1/NUMB/TRIM25/FMNL2/CAPG/EHD1/BZW1/LARP1/CTNND1/CALD1/YWHAB/PARK7/GOLGA2/RTN4/SPTAN1/USP8/KIF5B/F11R/LRRC59/DLG1/ESYT2/EVPL/EIF2S3/PTPRJ/CHMP5/PUF60/EIF4H/DNAJB1/LDHA/ARHGAP18/MACF1/LRRFIP1/SPTBN1/MARK2/RPL14/AHSA1/BMPR2/NDRG1/PPFIBP1/RPL23A/KRT18/GCN1/CHMP4B" 90
"GO:0003713" "GO:0003713" "transcription coactivator activity" "87/3421" "319/17697" 0.000317651088480186 0.0157996889226667 0.0140580596137456 "TAF12/ZBTB18/CEBPA/SRA1/HTATIP2/JUNB/BRCA1/MRTFB/CTBP2/TADA2B/PMF1/NUP98/BCL10/BUD31/MED30/HMGB2/ATF6/LPIN1/PRKCB/NCOA2/PIAS1/ACTN1/MYCBP/ING4/ARID5B/RRP1B/RARA/CDK7/KAT6A/MED31/MAX/SMARCD3/KAT5/TSG101/MAML3/JADE1/ASXL1/SNW1/ATXN7L3/MTA3/CITED4/TAF7/SMARCD2/CALCOCO1/GMEB1/KDM5A/EDF1/JMJD6/RXRA/SCAND1/JUN/NCOA1/HYAL2/TRIM24/GATA3/RXRB/RNF20/VDR/PARK7/ARID1B/UBE2L3/WWOX/NFE2/PPARA/DCAF6/SS18L1/MED27/RNF4/NR1H2/PSMD9/THRAP3/GTF2F1/ACTN4/DR1/TFEC/MAK/GABPA/NFKBIB/WDR77/NFE2L3/ZFX/FUS/YY1/PPARGC1B/AIP/ZEB1/GTF2A2" 87
"GO:0008373" "GO:0008373" "sialyltransferase activity" "11/3421" "20/17697" 0.000410569955121932 0.0188839654679994 0.0168023505774341 "ST8SIA4/ST3GAL6/ST6GALNAC2/ST8SIA1/ST3GAL4/ST3GAL2/ST6GALNAC3/ST6GAL1/ST3GAL5/ST3GAL3/ST6GALNAC1" 11
"GO:0019003" "GO:0019003" "GDP binding" "27/3421" "74/17697" 0.000412674070541945 0.0188839654679994 0.0168023505774341 "RAB35/RRAGD/RIT1/RRAGC/RHOB/RHOA/RAB31/GNAI3/DYNC1LI1/RALB/RAB2A/RAB27A/RAB8B/RAB8A/RAB21/RAB5A/RAB18/RAB10/RAB40C/SRP54/RAB5C/ARL3/MIEF1/RAB7A/RAP1A/TRIM23/RIT2" 27
"GO:0004715" "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" "19/3421" "46/17697" 0.000493438111648421 0.0217112769125305 0.0193180021847782 "BMX/SLA/TYK2/HCK/DYRK1A/FES/LYN/SYK/JAK1/FGR/STK16/ITK/PRKCD/CLK1/JAK2/RIPK2/FYN/PEAK1/BTK" 19
"GO:0044769" "GO:0044769" "ATPase activity, coupled to transmembrane movement of ions, rotational mechanism" "16/3421" "36/17697" 0.000512492043317619 0.0217144776872354 0.0193208501320911 "ATP6V0B/ATP6V0E1/ATP6V0D1/ATP6V1B2/ATP6V1E1/ATP6V1A/ATP6V0A1/ATP6V1C1/TCIRG1/ATP6AP1/ATP6V1D/ATP6AP1L/ATP5PD/ATP6V1F/ATP5PB/ATP5MC2" 16
"GO:0036442" "GO:0036442" "proton-exporting ATPase activity" "14/3421" "30/17697" 0.000624149358988824 0.0255009595244005 0.0226899409827892 "ATP6V0B/ATP6V0E1/ATP6V0D1/ATP6V1B2/ATP6V1E1/ATP6V1A/ATP6V0A1/ATP6V1C1/TCIRG1/ATP6AP1/ATP6V1D/ATP2A2/ATP6AP1L/ATP6V1F" 14
"GO:0035257" "GO:0035257" "nuclear hormone receptor binding" "46/3421" "152/17697" 0.000788494939756372 0.030784264361856 0.0273908572303227 "BRCA1/LRIF1/CTBP2/ETS2/JMJD1C/TACC1/STAT5B/CEBPB/SMAD3/BUD31/HIF1A/MED30/GTF2B/STAT3/PRKCB/NCOA2/PIAS1/KDM4C/LATS1/TAF10/CDK7/ARID5A/SMARCD3/KAT5/SUMO1/MED25/ASXL1/SNW1/TAF7/RXRA/ESR1/NCOA1/FLT3/TRIM24/VDR/PARK7/DCAF1/TCF7L2/PHB2/C1D/RNF4/THRAP3/PADI2/ACTN4/FUS/PPARGC1B" 46
"GO:0032182" "GO:0032182" "ubiquitin-like protein binding" "32/3421" "96/17697" 0.000807279659838881 0.030784264361856 0.0273908572303227 "RNF19B/NBR1/ZFAND2B/NR3C1/UBXN2B/SQSTM1/SMAD3/CBX4/ADRM1/CXCR4/RNF185/RAD23B/TSG101/SPRTN/NSFL1C/UBXN1/PRKN/DDI2/USP13/TP53INP2/RBCK1/RNF111/OTUB1/RNF168/UBAP1L/HERC2/SIMC1/WDR48/RNF4/IKBKG/AUP1/RNF31" 32
"GO:0003924" "GO:0003924" "GTPase activity" "86/3421" "324/17697" 0.000862945043110838 0.0318454557844774 0.0283350715344034 "ARHGDIB/RAB35/RRAGD/RAB24/RIT1/RRAGC/RHOB/RHOA/RGS2/RAB31/GNG5/RAC1/RGS14/RGS19/GNAI3/RAB32/RALB/RAB37/GNB2/TUBA1A/RAB1A/GNA13/RAB43/RHOG/GNAI2/RAB33B/RAB2A/TUBA4A/TUBA1B/RAB27A/CDC42/TBCC/REM2/DDX3X/RAB8B/RGS18/ARF4/RAB8A/LRRK2/GNG10/RAB21/TUBB6/RAC2/GNAQ/ARF5/RAB30/RAB3D/RAB5A/RAB18/SAR1A/RAB36/RAB10/RAB40C/SRP54/GPN3/TUBB4B/DNM2/GBP2/ARL8A/TUBA1C/RABL2B/ARHGAP35/GNB1/RAB5C/RAB40A/DNAJC27/RHOT1/RAB4B/ARL3/GNAT2/EIF2S3/RAB40AL/RAB11A/RGS12/GNA15/RAB3A/EFL1/RAB7A/TUBG2/RAP1A/TRIM23/GNA12/TMEM250/RABL2A/NKIRAS2/RIT2" 86
